gender,age,height,weight,bmi,tummy,hip,breast,baselayersize,jerseysize,bibsize
2,67,198.0,74.0,18.9,2,1,2,5,5,6
2,41,192.0,86.0,23.3,1,3,2,5,6,8
2,22,181.0,67.0,20.5,2,2,3,4,3,5
1,40,181.0,51.0,15.6,2,1,2,3,1,3
2,44,157.0,74.0,30.0,2,3,2,5,6,4
1,28,181.0,62.0,18.9,2,3,1,3,2,5
2,34,172.0,62.0,21.0,1,1,2,3,4,4
1,69,174.0,53.0,17.5,2,1,1,2,1,3
2,37,151.0,67.0,29.4,2,3,2,4,5,3
1,44,200.0,72.0,18.0,2,1,2,6,5,7
2,35,169.0,47.0,16.5,1,1,1,1,1,1
1,62,172.0,61.0,20.6,3,2,1,3,1,4
1,71,181.0,52.0,15.9,1,1,1,3,2,3
2,41,180.0,96.0,29.6,3,2,2,6,7,8
1,34,153.0,70.0,29.9,3,2,2,5,5,4
2,56,147.0,58.0,26.8,2,2,2,3,3,2
1,40,195.0,62.0,16.3,2,1,2,5,4,5
1,61,181.0,76.0,23.2,1,3,1,5,5,7
2,57,151.0,58.0,25.4,3,2,3,2,2,2
1,43,168.0,66.0,23.4,3,1,3,4,4,5
2,22,160.0,66.0,25.8,2,3,3,4,3,4
2,54,192.0,79.0,21.4,1,1,3,5,7,7
1,24,174.0,49.0,16.2,1,2,1,2,1,3
2,19,182.0,66.0,19.9,2,3,1,3,2,4
2,27,195.0,76.0,20.0,2,1,3,5,6,6
1,23,154.0,67.0,28.3,3,2,3,5,5,4
2,22,181.0,74.0,22.6,3,3,1,3,3,5
1,75,148.0,67.0,30.6,3,3,3,6,5,4
2,48,157.0,59.0,23.9,3,3,1,2,1,2
1,65,193.0,57.0,15.3,2,2,2,4,2,5
1,53,148.0,71.0,32.4,2,2,2,7,8,4
2,58,182.0,63.0,19.0,1,2,2,3,3,4
2,39,194.0,92.0,24.4,2,3,1,5,6,8
2,19,173.0,83.0,27.7,2,3,3,5,6,6
2,56,204.0,80.0,19.2,2,2,3,6,6,7
2,40,175.0,91.0,29.7,2,3,3,6,7,8
1,41,176.0,80.0,25.8,2,2,3,6,6,7
1,71,156.0,62.0,25.5,2,2,3,4,4,4
2,62,191.0,86.0,23.6,1,1,3,6,8,8
2,63,205.0,64.0,15.2,1,2,1,5,5,5
2,39,183.0,75.0,22.4,1,1,2,5,6,6
1,66,171.0,49.0,16.8,1,1,2,2,1,3
1,69,211.0,76.0,17.1,1,1,2,7,7,8
2,30,180.0,61.0,18.8,3,2,1,2,1,4
2,51,184.0,93.0,27.5,2,3,3,6,7,8
2,33,178.0,48.0,15.1,1,1,1,1,1,2
2,30,197.0,87.0,22.4,3,3,1,4,5,8
1,28,184.0,83.0,24.5,1,3,2,6,6,8
1,41,189.0,54.0,15.1,1,2,2,4,2,4
2,52,204.0,65.0,15.6,1,1,1,5,5,5
1,69,206.0,78.0,18.4,1,2,2,7,6,8
2,19,197.0,75.0,19.3,1,2,1,5,5,6
2,37,164.0,63.0,23.4,2,3,3,3,2,4
1,48,152.0,57.0,24.7,1,1,2,3,4,3
2,73,172.0,61.0,20.6,1,3,2,3,2,4
2,43,159.0,77.0,30.5,3,2,2,5,6,4
2,60,175.0,87.0,28.4,2,2,3,6,7,7
2,28,181.0,68.0,20.8,1,1,1,4,5,5
2,25,187.0,64.0,18.3,2,1,2,4,4,4
1,48,201.0,67.0,16.6,1,1,1,6,6,6
2,52,154.0,59.0,24.9,2,3,3,3,2,2
1,48,188.0,64.0,18.1,1,2,1,4,4,5
1,70,172.0,53.0,17.9,2,1,1,2,1,3
2,24,170.0,75.0,26.0,3,2,2,4,4,5
1,58,175.0,73.0,23.8,3,3,3,5,3,6
2,47,158.0,56.0,22.4,2,2,2,2,2,2
1,54,149.0,65.0,29.3,3,3,2,5,4,4
2,48,153.0,66.0,28.2,2,2,2,4,5,3
2,69,174.0,87.0,28.7,3,3,2,5,6,7
2,53,189.0,87.0,24.4,1,3,2,5,6,8
2,68,186.0,80.0,23.1,3,3,1,4,4,6
2,66,161.0,66.0,25.5,3,3,2,3,2,4
2,40,173.0,81.0,27.1,2,2,3,5,6,6
2,56,176.0,97.0,31.3,3,3,3,6,8,8
2,22,208.0,66.0,15.3,2,1,1,5,5,5
1,59,163.0,73.0,27.5,3,2,2,5,5,5
2,32,178.0,48.0,15.1,1,2,2,2,1,2
2,43,172.0,54.0,18.3,1,1,2,2,2,3
2,36,170.0,78.0,27.0,2,2,3,5,6,6
2,36,178.0,96.0,30.3,3,2,2,6,8,8
2,68,183.0,83.0,24.8,1,3,3,5,6,7
2,60,186.0,63.0,18.2,2,2,2,3,3,4
2,52,145.0,64.0,30.4,2,2,3,5,6,2
1,56,161.0,67.0,25.8,3,3,3,4,3,5
1,21,160.0,60.0,23.4,1,2,1,3,3,4
2,37,173.0,50.0,16.7,1,1,1,1,1,2
1,19,195.0,66.0,17.4,1,1,2,6,5,6
1,39,175.0,74.0,24.2,2,2,2,5,5,6
2,43,197.0,83.0,21.4,1,3,2,5,6,7
2,29,162.0,58.0,22.1,1,1,3,3,3,3
2,43,198.0,82.0,20.9,3,2,3,5,5,7
2,62,159.0,79.0,31.2,3,3,2,5,6,5
2,30,201.0,75.0,18.6,2,1,3,5,6,6
1,24,189.0,58.0,16.2,1,1,1,4,4,4
1,26,211.0,73.0,16.4,1,2,2,7,6,7
1,56,184.0,71.0,21.0,2,2,1,4,4,6
2,58,171.0,73.0,25.0,3,3,2,4,3,5
2,50,186.0,93.0,26.9,2,2,2,5,7,8
2,48,186.0,60.0,17.3,1,2,2,3,3,4
1,49,182.0,56.0,16.9,1,2,1,3,2,4
1,41,179.0,74.0,23.1,2,2,2,5,5,6
2,64,172.0,50.0,16.9,1,1,2,2,1,2
1,69,148.0,70.0,32.0,3,2,2,6,7,4
2,18,171.0,86.0,29.4,2,2,2,6,7,6
2,33,174.0,67.0,22.1,3,3,2,3,2,4
1,30,158.0,79.0,31.6,3,3,2,6,6,6
1,45,191.0,76.0,20.8,2,2,1,5,5,7
2,30,186.0,69.0,19.9,3,3,1,3,2,5
2,64,188.0,90.0,25.5,3,2,2,5,6,8
1,31,185.0,70.0,20.5,2,1,2,5,5,6
1,63,183.0,84.0,25.1,3,2,2,5,5,8
2,18,158.0,58.0,23.2,1,3,2,2,2,3
1,70,193.0,76.0,20.4,3,3,3,5,4,7
2,22,180.0,65.0,20.1,2,3,1,3,2,4
2,46,150.0,57.0,25.3,2,3,3,2,2,2
1,40,167.0,58.0,20.8,1,1,1,3,3,4
2,32,158.0,63.0,25.2,3,3,3,3,2,3
1,36,190.0,62.0,17.2,2,2,2,4,3,5
2,62,205.0,79.0,18.8,2,1,2,6,6,7
1,19,167.0,78.0,28.0,3,2,2,5,6,6
1,45,157.0,65.0,26.4,3,2,2,4,4,4
2,65,148.0,53.0,24.2,3,2,1,1,1,1
2,70,171.0,51.0,17.4,2,1,2,1,1,2
2,75,151.0,62.0,27.2,3,3,2,3,3,2
2,53,203.0,81.0,19.7,1,2,1,5,6,7
1,50,170.0,80.0,27.7,2,3,2,6,6,7
2,40,185.0,60.0,17.5,2,2,1,3,2,4
2,27,205.0,81.0,19.3,2,2,3,6,6,7
2,62,157.0,78.0,31.6,3,3,3,6,6,5
2,25,161.0,80.0,30.9,3,3,3,6,6,5
2,32,166.0,86.0,31.2,3,2,3,6,7,6
2,71,146.0,65.0,30.5,2,3,3,5,5,2
1,71,153.0,73.0,31.2,2,2,3,7,7,5
1,52,188.0,55.0,15.6,1,1,2,4,3,4
1,47,186.0,82.0,23.7,3,3,1,5,4,8
1,22,176.0,91.0,29.4,3,3,2,6,7,8
1,34,166.0,74.0,26.9,3,2,3,5,5,6
2,30,174.0,71.0,23.5,2,1,2,4,5,5
1,20,174.0,88.0,29.1,3,3,3,6,6,8
2,58,200.0,90.0,22.5,2,3,1,5,6,8
1,73,209.0,67.0,15.3,2,2,2,6,5,6
1,73,157.0,57.0,23.1,2,2,3,3,2,3
1,65,195.0,73.0,19.2,2,1,2,5,5,7
1,59,157.0,68.0,27.6,2,3,2,5,4,5
2,50,156.0,73.0,30.0,3,3,3,5,5,4
1,65,162.0,61.0,23.2,1,1,3,4,4,4
1,60,174.0,50.0,16.5,2,1,2,2,1,3
1,50,187.0,62.0,17.7,1,1,1,4,4,5
2,47,152.0,66.0,28.6,2,2,3,4,5,3
1,54,181.0,51.0,15.6,1,2,1,3,1,3
1,57,168.0,61.0,21.6,3,1,2,3,2,4
1,69,168.0,84.0,29.8,2,3,2,6,7,7
2,63,177.0,62.0,19.8,2,1,2,3,3,4
1,39,161.0,59.0,22.8,2,1,1,3,3,4
1,54,200.0,81.0,20.2,1,3,2,6,6,8
2,37,154.0,57.0,24.0,1,3,3,2,2,2
2,44,172.0,69.0,23.3,2,3,2,3,3,5
2,54,197.0,60.0,15.5,2,1,2,4,4,4
2,57,209.0,67.0,15.3,2,1,2,6,5,5
1,74,176.0,76.0,24.5,2,1,2,5,6,6
2,36,146.0,64.0,30.0,3,2,2,4,5,2
2,24,183.0,53.0,15.8,1,1,1,2,2,3
1,60,183.0,85.0,25.4,3,3,2,5,5,8
2,63,191.0,65.0,17.8,2,1,1,4,4,4
2,45,196.0,79.0,20.6,3,2,2,5,4,7
2,64,199.0,85.0,21.5,2,3,3,5,5,8
2,58,195.0,89.0,23.4,2,2,1,5,6,8
1,41,194.0,84.0,22.3,3,3,2,5,4,8
2,61,157.0,57.0,23.1,2,3,1,1,1,2
2,41,192.0,83.0,22.5,1,2,2,5,6,7
2,34,179.0,89.0,27.8,2,2,2,5,7,7
2,25,148.0,49.0,22.4,1,1,1,1,2,1
2,26,172.0,53.0,17.9,2,1,1,1,1,2
2,47,207.0,72.0,16.8,2,1,2,6,5,6
2,39,199.0,91.0,23.0,2,1,1,5,7,8
2,44,182.0,66.0,19.9,2,2,3,4,3,5
1,59,181.0,66.0,20.1,3,1,3,4,3,6
2,43,165.0,58.0,21.3,2,1,2,2,2,3
1,47,177.0,78.0,24.9,1,2,3,6,6,7
1,69,176.0,66.0,21.3,1,2,2,4,4,5
1,29,182.0,79.0,23.8,1,1,1,5,7,7
1,20,190.0,79.0,21.9,1,3,3,6,6,8
2,63,193.0,66.0,17.7,2,2,2,4,3,5
2,22,186.0,72.0,20.8,3,3,1,3,2,5
1,61,155.0,56.0,23.3,3,3,3,2,1,3
2,36,149.0,58.0,26.1,2,3,3,3,2,2
1,18,192.0,56.0,15.2,1,1,1,4,4,4
2,56,152.0,64.0,27.7,2,2,2,4,4,3
2,62,164.0,72.0,26.8,3,3,2,4,4,4
1,26,149.0,65.0,29.3,3,3,2,5,4,4
2,18,163.0,67.0,25.2,2,3,3,4,3,4
1,29,178.0,77.0,24.3,2,3,2,5,5,7
2,49,148.0,57.0,26.0,3,3,3,2,1,2
2,33,160.0,49.0,19.1,1,1,2,1,1,2
1,29,175.0,54.0,17.6,2,1,1,2,2,4
2,51,195.0,64.0,16.8,1,1,1,4,5,4
2,35,188.0,66.0,18.7,1,3,3,4,3,5
2,50,194.0,79.0,21.0,3,3,1,4,4,7
2,20,163.0,79.0,29.7,3,2,3,5,6,5
2,67,204.0,82.0,19.7,1,1,1,6,7,7
1,72,155.0,69.0,28.7,2,3,3,5,5,5
2,51,177.0,50.0,16.0,2,1,1,1,1,2
1,72,175.0,56.0,18.3,2,2,1,3,1,4
2,55,171.0,87.0,29.8,2,3,2,6,7,7
2,65,195.0,85.0,22.4,1,2,2,5,7,8
1,71,200.0,70.0,17.5,2,1,1,5,5,6
2,50,148.0,63.0,28.8,2,3,3,4,4,2
1,18,166.0,65.0,23.6,2,3,2,4,3,5
2,20,147.0,53.0,24.5,1,3,3,2,2,2
1,44,209.0,66.0,15.1,1,1,1,7,6,6
2,63,155.0,68.0,28.3,3,2,3,4,4,3
1,70,167.0,67.0,24.0,2,1,2,4,5,5
2,69,183.0,83.0,24.8,3,2,3,5,5,7
1,20,177.0,83.0,26.5,2,3,2,6,6,8
1,39,148.0,66.0,30.1,3,2,2,5,5,4
1,46,198.0,60.0,15.3,2,2,2,5,3,5
1,46,156.0,78.0,32.1,2,3,2,7,7,5
2,34,186.0,77.0,22.3,2,1,3,5,6,6
1,36,177.0,76.0,24.3,1,3,3,6,5,7
2,60,195.0,77.0,20.2,2,2,3,5,5,7
2,32,183.0,78.0,23.3,1,1,1,4,6,6
1,20,155.0,50.0,20.8,1,2,1,1,1,2
2,63,146.0,60.0,28.1,2,2,3,4,4,2
1,55,195.0,75.0,19.7,2,3,3,6,4,7
1,50,167.0,58.0,20.8,1,1,2,3,3,4
2,23,176.0,90.0,29.1,2,3,2,6,7,7
2,71,209.0,70.0,16.0,2,2,2,6,5,6
2,29,167.0,68.0,24.4,3,1,2,3,4,4
1,66,208.0,78.0,18.0,2,2,1,6,6,8
1,42,170.0,53.0,18.3,2,1,1,2,1,3
2,53,152.0,56.0,24.2,1,3,2,2,2,2
1,38,159.0,49.0,19.4,1,2,1,1,1,2
1,35,204.0,74.0,17.8,1,2,2,6,6,7
1,22,162.0,68.0,25.9,2,2,3,5,5,5
2,73,181.0,89.0,27.2,3,3,2,5,6,7
2,44,187.0,92.0,26.3,3,2,3,5,6,8
1,67,153.0,70.0,29.9,3,2,2,5,5,4
2,59,153.0,65.0,27.8,2,3,3,4,4,3
1,60,171.0,84.0,28.7,3,3,2,6,6,7
1,29,176.0,80.0,25.8,3,3,3,5,5,7
2,61,196.0,67.0,17.4,2,2,2,4,4,5
2,22,176.0,60.0,19.4,1,1,3,3,4,4
1,36,148.0,62.0,28.3,2,3,3,5,4,3
2,51,206.0,64.0,15.1,2,1,2,5,5,5
2,26,146.0,52.0,24.4,2,1,2,2,2,1
2,54,166.0,77.0,27.9,3,2,2,4,5,5
2,61,159.0,77.0,30.5,3,3,2,5,6,5
1,50,188.0,73.0,20.7,3,3,2,5,3,7
2,74,191.0,84.0,23.0,3,3,1,4,4,7
2,56,149.0,60.0,27.0,2,3,3,3,3,2
1,34,187.0,84.0,24.0,2,3,2,6,5,8
2,28,165.0,49.0,18.0,1,1,2,1,1,2
2,69,172.0,62.0,21.0,3,2,2,2,2,4
1,74,159.0,80.0,31.6,3,3,3,7,7,6
1,39,160.0,74.0,28.9,2,3,2,6,6,5
1,59,171.0,61.0,20.9,2,3,2,3,2,5
1,33,154.0,49.0,20.7,2,1,3,2,1,2
2,23,183.0,70.0,20.9,2,1,2,4,4,5
1,23,184.0,79.0,23.3,1,1,3,6,7,7
1,49,158.0,64.0,25.6,3,3,3,4,2,4
1,42,206.0,80.0,18.9,3,2,2,6,5,8
2,48,182.0,77.0,23.2,1,1,3,5,6,6
1,53,155.0,58.0,24.1,1,3,2,3,3,3
1,64,195.0,58.0,15.3,2,2,1,4,3,5
2,33,207.0,67.0,15.6,1,2,2,6,5,5
2,70,156.0,67.0,27.5,2,3,3,4,4,3
2,31,154.0,56.0,23.6,2,2,1,2,2,2
2,67,160.0,64.0,25.0,3,3,3,3,2,3
2,74,185.0,87.0,25.4,3,3,3,5,5,8
1,38,184.0,82.0,24.2,2,3,1,5,5,8
1,23,155.0,54.0,22.5,3,1,2,2,1,3
1,54,203.0,72.0,17.5,1,1,2,6,6,7
1,61,177.0,55.0,17.6,2,1,1,3,2,4
2,32,185.0,93.0,27.2,2,3,3,6,7,8
2,65,157.0,62.0,25.2,2,2,2,3,3,3
1,21,152.0,53.0,22.9,1,2,1,2,2,3
2,64,204.0,86.0,20.7,1,3,2,6,6,8
2,53,191.0,85.0,23.3,1,1,2,5,7,7
2,34,173.0,75.0,25.1,3,3,3,4,4,5
2,31,190.0,72.0,19.9,2,1,3,5,5,6
2,30,199.0,83.0,21.0,3,1,1,5,5,7
2,35,178.0,82.0,25.9,2,2,2,5,6,6
2,59,184.0,82.0,24.2,2,1,3,5,6,7
1,74,157.0,52.0,21.1,1,2,2,2,2,3
2,42,201.0,66.0,16.3,1,2,1,5,4,5
1,72,206.0,77.0,18.1,2,1,1,6,6,8
1,27,162.0,68.0,25.9,2,3,2,4,4,5
1,61,153.0,60.0,25.6,3,2,2,3,2,3
1,26,177.0,88.0,28.1,2,2,3,7,8,8
1,52,150.0,54.0,24.0,1,1,2,3,3,3
1,60,169.0,49.0,17.2,1,2,1,2,1,3
1,27,171.0,81.0,27.7,3,3,2,5,5,7
1,48,151.0,70.0,30.7,3,3,2,6,5,4
2,30,155.0,71.0,29.6,3,3,3,5,5,4
2,55,179.0,55.0,17.2,2,2,2,2,1,3
2,24,147.0,55.0,25.5,3,3,2,2,1,1
1,38,146.0,51.0,23.9,2,1,2,2,2,2
2,75,168.0,57.0,20.2,1,2,3,2,2,3
1,55,164.0,65.0,24.2,1,2,1,4,4,4
2,45,210.0,73.0,16.6,1,1,2,6,7,6
2,52,158.0,66.0,26.4,2,2,3,4,4,3
2,52,178.0,65.0,20.5,3,1,1,3,3,4
1,23,202.0,75.0,18.4,2,1,2,6,6,7
1,46,166.0,71.0,25.8,3,3,3,5,4,6
2,47,170.0,67.0,23.2,3,1,3,3,4,4
2,52,162.0,85.0,32.4,3,3,2,6,7,6
1,29,205.0,74.0,17.6,1,2,1,6,6,7
1,62,171.0,71.0,24.3,1,2,2,5,5,6
2,54,155.0,67.0,27.9,2,3,3,4,4,3
2,58,161.0,65.0,25.1,2,3,2,3,3,3
1,59,182.0,77.0,23.2,3,2,3,5,4,7
2,21,185.0,74.0,21.6,2,1,1,4,5,5
2,46,199.0,66.0,16.7,1,2,2,5,5,5
2,53,200.0,86.0,21.5,1,1,3,6,8,8
2,25,164.0,79.0,29.4,2,3,2,5,6,5
1,73,185.0,85.0,24.8,1,3,3,6,7,8
2,66,209.0,75.0,17.2,2,2,1,5,5,6
2,74,204.0,65.0,15.6,2,2,1,5,4,5
2,42,189.0,74.0,20.7,3,1,3,4,4,6
1,50,177.0,70.0,22.3,1,2,1,4,5,6
2,48,201.0,78.0,19.3,2,1,1,5,6,7
2,47,177.0,86.0,27.5,2,3,2,5,6,7
1,46,164.0,59.0,21.9,3,1,2,3,2,4
2,61,162.0,82.0,31.2,3,3,2,6,6,5
2,20,173.0,80.0,26.7,3,2,3,5,5,6
2,20,168.0,72.0,25.5,2,2,2,4,5,5
1,38,182.0,59.0,17.8,1,1,1,4,4,4
2,41,169.0,90.0,31.5,3,3,3,6,7,7
2,56,200.0,85.0,21.2,1,1,3,6,7,8
2,70,189.0,67.0,18.8,2,3,1,3,3,5
1,33,167.0,72.0,25.8,2,3,2,5,4,6
1,66,203.0,76.0,18.4,1,1,1,6,7,7
2,40,191.0,57.0,15.6,2,1,2,3,3,3
1,70,166.0,89.0,32.3,3,3,3,7,8,8
2,26,154.0,52.0,21.9,1,3,2,1,1,2
1,50,145.0,56.0,26.6,3,3,3,3,2,3
2,63,205.0,88.0,20.9,2,3,2,5,6,8
1,72,149.0,59.0,26.6,2,3,3,4,3,3
1,49,170.0,57.0,19.7,3,2,3,3,1,4
1,39,200.0,83.0,20.8,1,1,1,6,7,8
1,25,194.0,68.0,18.1,2,1,1,5,4,6
1,22,165.0,77.0,28.3,2,2,2,6,6,6
1,55,181.0,65.0,19.8,3,1,1,4,3,5
1,23,153.0,74.0,31.6,3,2,2,6,7,5
1,42,162.0,71.0,27.1,2,2,2,5,5,5
1,43,170.0,61.0,21.1,3,1,2,3,2,4
2,56,206.0,83.0,19.6,2,3,2,5,5,8
2,29,163.0,65.0,24.5,3,1,1,3,3,3
1,74,171.0,92.0,31.5,2,3,3,7,8,8
2,72,155.0,65.0,27.1,3,2,2,3,4,3
1,31,159.0,69.0,27.3,3,2,3,5,4,5
1,51,175.0,66.0,21.6,2,1,2,4,4,5
2,36,182.0,93.0,28.1,3,3,3,6,6,8
2,40,188.0,85.0,24.0,3,3,3,5,5,7
1,72,159.0,74.0,29.3,3,3,2,5,5,5
1,22,190.0,62.0,17.2,2,1,1,4,4,5
2,60,166.0,71.0,25.8,3,2,3,4,4,4
2,25,178.0,77.0,24.3,1,3,2,4,5,6
2,67,164.0,77.0,28.6,2,2,3,5,6,5
1,50,161.0,63.0,24.3,2,1,2,4,4,4
2,23,184.0,83.0,24.5,1,2,1,5,7,7
2,58,205.0,67.0,15.9,1,2,2,5,5,5
2,56,205.0,68.0,16.2,2,2,1,5,4,5
1,34,162.0,74.0,28.2,3,3,2,5,5,5
1,21,154.0,67.0,28.3,3,3,2,5,4,4
1,52,166.0,58.0,21.0,2,2,2,3,2,4
1,22,150.0,67.0,29.8,2,3,2,5,5,4
1,66,192.0,68.0,18.4,2,2,2,5,4,6
1,48,172.0,66.0,22.3,1,3,1,4,3,5
1,46,179.0,61.0,19.0,2,1,1,3,3,5
1,25,150.0,63.0,28.0,2,2,2,5,5,3
2,72,156.0,69.0,28.4,2,3,2,4,5,3
1,58,164.0,67.0,24.9,2,1,2,4,5,5
2,23,169.0,69.0,24.2,2,1,2,4,5,4
2,18,178.0,70.0,22.1,1,2,2,4,5,5
2,29,168.0,90.0,31.9,3,3,3,6,7,7
1,72,191.0,75.0,20.6,3,1,1,5,5,7
1,23,151.0,69.0,30.3,3,3,3,6,5,4
2,70,158.0,69.0,27.6,3,2,3,4,4,4
1,46,190.0,77.0,21.3,3,2,2,5,4,7
1,57,200.0,66.0,16.5,1,2,2,6,5,6
2,67,160.0,76.0,29.7,2,3,3,5,6,5
1,41,197.0,61.0,15.7,2,1,1,5,4,5
1,35,173.0,77.0,25.7,3,3,2,5,4,7
2,44,160.0,66.0,25.8,3,2,3,3,3,4
2,55,187.0,86.0,24.6,3,2,3,5,5,7
1,59,145.0,54.0,25.7,2,3,2,3,2,2
1,73,154.0,61.0,25.7,3,2,3,4,3,4
1,31,208.0,70.0,16.2,2,2,2,6,5,7
2,46,185.0,67.0,19.6,2,2,3,4,3,5
1,35,168.0,83.0,29.4,2,2,3,7,7,7
2,68,182.0,50.0,15.1,1,2,1,2,1,2
1,64,186.0,68.0,19.7,3,3,2,4,2,6
2,28,173.0,61.0,20.4,3,1,1,2,2,3
1,31,186.0,58.0,16.8,2,2,1,4,2,4
2,73,169.0,63.0,22.1,1,2,2,3,4,4
2,48,177.0,59.0,18.8,1,2,1,2,2,3
1,45,178.0,53.0,16.7,2,1,1,3,1,4
1,41,185.0,57.0,16.7,1,2,2,4,3,4
2,73,169.0,59.0,20.7,2,2,1,2,2,3
2,74,174.0,80.0,26.4,2,3,3,5,5,6
1,26,197.0,81.0,20.9,2,1,3,6,6,8
2,28,205.0,66.0,15.7,2,2,1,5,4,5
2,39,194.0,78.0,20.7,2,3,3,5,4,7
2,33,167.0,81.0,29.0,3,3,2,5,5,6
2,20,157.0,67.0,27.2,2,3,3,4,4,4
2,71,193.0,66.0,17.7,1,2,2,4,4,5
2,64,185.0,58.0,16.9,1,2,2,3,3,4
1,60,198.0,69.0,17.6,2,2,2,5,4,6
1,47,180.0,70.0,21.6,2,2,1,4,4,6
2,54,164.0,59.0,21.9,1,1,2,2,3,3
1,67,161.0,53.0,20.4,2,2,3,2,1,3
2,36,205.0,68.0,16.2,2,2,1,5,4,5
2,66,145.0,55.0,26.2,2,3,3,2,2,1
2,46,182.0,86.0,26.0,3,3,2,5,5,7
2,38,207.0,75.0,17.5,2,1,1,5,6,6
1,23,154.0,49.0,20.7,1,1,3,2,2,2
1,55,202.0,77.0,18.9,2,1,2,6,6,8
2,42,173.0,84.0,28.1,2,3,3,5,6,7
2,26,170.0,62.0,21.5,2,3,2,2,2,4
2,49,174.0,59.0,19.5,1,1,2,3,3,3
1,47,209.0,66.0,15.1,2,1,2,7,5,6
2,51,206.0,73.0,17.2,1,2,1,5,6,6
2,24,197.0,87.0,22.4,2,1,3,6,7,8
2,42,210.0,73.0,16.6,1,1,1,6,7,6
2,38,166.0,60.0,21.8,3,1,2,2,2,3
1,37,154.0,71.0,29.9,2,2,3,6,7,5
2,67,194.0,82.0,21.8,2,3,1,4,5,7
2,49,200.0,78.0,19.5,1,2,1,5,6,7
2,62,175.0,76.0,24.8,2,2,3,4,5,6
2,43,168.0,77.0,27.3,2,2,2,5,6,5
2,50,161.0,58.0,22.4,3,3,3,2,1,3
2,60,171.0,79.0,27.0,2,3,2,5,5,6
2,35,148.0,64.0,29.2,3,2,3,4,4,2
1,61,179.0,77.0,24.0,2,3,3,5,5,7
1,71,179.0,68.0,21.2,1,3,1,4,4,6
2,40,206.0,70.0,16.5,2,2,1,5,4,6
1,43,163.0,75.0,28.2,3,2,3,6,5,6
2,37,198.0,71.0,18.1,1,1,2,5,6,6
1,29,194.0,59.0,15.7,2,2,1,4,3,5
1,71,194.0,63.0,16.7,2,2,1,4,3,5
2,30,177.0,84.0,26.8,2,3,2,5,6,7
2,61,184.0,85.0,25.1,3,3,3,5,5,7
2,55,155.0,64.0,26.6,3,3,2,3,3,3
1,42,194.0,83.0,22.1,2,2,3,6,6,8
2,74,192.0,72.0,19.5,3,3,1,3,3,6
2,33,201.0,81.0,20.0,1,3,3,6,6,7
2,38,185.0,76.0,22.2,1,1,3,5,6,6
1,28,204.0,63.0,15.1,2,2,1,6,4,6
2,46,172.0,57.0,19.3,3,2,3,2,1,3
2,27,195.0,74.0,19.5,1,1,1,5,6,6
1,23,194.0,79.0,21.0,2,1,3,6,6,8
2,38,179.0,60.0,18.7,3,2,1,2,1,3
2,23,167.0,66.0,23.7,2,2,3,3,4,4
2,64,157.0,63.0,25.6,2,3,3,3,3,3
2,58,148.0,67.0,30.6,2,3,2,5,5,3
2,60,164.0,81.0,30.1,2,2,3,6,7,5
1,63,148.0,56.0,25.6,3,3,2,3,1,3
1,71,175.0,55.0,18.0,2,1,1,3,2,4
1,22,197.0,67.0,17.3,1,2,2,6,5,6
1,22,167.0,65.0,23.3,1,2,1,4,4,5
2,51,167.0,54.0,19.4,2,2,3,2,1,3
1,43,173.0,90.0,30.1,3,3,2,6,7,8
2,33,147.0,70.0,32.4,3,2,3,6,7,3
1,26,183.0,67.0,20.0,1,3,3,5,4,6
1,71,158.0,81.0,32.4,2,3,2,7,8,6
1,67,174.0,82.0,27.1,2,3,2,6,6,7
2,64,183.0,81.0,24.2,2,1,1,4,6,6
2,70,146.0,56.0,26.3,2,3,3,3,2,2
2,73,199.0,82.0,20.7,2,2,3,5,6,7
1,31,163.0,76.0,28.6,3,3,2,5,5,6
1,70,167.0,70.0,25.1,2,3,3,5,4,6
1,43,151.0,69.0,30.3,3,3,3,6,5,4
1,69,211.0,76.0,17.1,1,2,1,7,6,8
2,27,186.0,67.0,19.4,2,2,2,4,3,5
1,52,183.0,57.0,17.0,2,1,1,3,2,4
1,56,198.0,60.0,15.3,2,2,1,5,3,5
2,34,172.0,68.0,23.0,1,3,3,4,4,5
2,32,209.0,68.0,15.6,1,2,2,6,5,6
2,44,192.0,71.0,19.3,2,1,2,4,5,5
1,51,176.0,66.0,21.3,1,2,1,4,4,5
2,20,196.0,79.0,20.6,2,1,1,5,6,7
1,53,185.0,57.0,16.7,1,2,2,4,3,4
2,32,158.0,62.0,24.8,3,1,1,2,3,3
1,43,154.0,55.0,23.2,1,1,3,3,3,3
2,59,166.0,48.0,17.4,1,1,1,1,1,2
1,32,174.0,57.0,18.8,2,2,1,3,1,4
2,34,175.0,53.0,17.3,2,1,2,2,1,3
2,40,148.0,68.0,31.0,3,3,3,5,5,3
2,30,157.0,64.0,26.0,2,3,3,3,3,3
2,56,147.0,67.0,31.0,2,3,2,5,6,3
2,71,193.0,74.0,19.9,3,3,2,4,3,6
2,47,185.0,54.0,15.8,1,2,1,3,2,3
1,30,182.0,68.0,20.5,3,3,1,4,2,6
1,43,192.0,58.0,15.7,1,2,1,4,3,5
1,33,174.0,57.0,18.8,1,2,1,3,2,4
2,71,176.0,60.0,19.4,3,2,3,3,1,4
1,62,152.0,52.0,22.5,2,2,2,2,1,3
